motor_id,motor_sinifi,verim_sinifi,motor_T_nom,motor_T_max,motor_n_max,motor_P_nom,T_cont,T_peak,t_cycle,t_peak,n_nom_ihtiyac,n_max_ihtiyac,T_amb,SF,T_rms_guvenlikli,P_ihtiyac_kW,uygunluk_skoru,verim_kod,sinif_kod
motor_003,asenkron,IE3,49.0,118.0,3000,7.5,15.7,27.1,14.54,5.24,1352.0,2414.0,26.1,1.25,25.68,2.91,45.0,3,0
motor_004,asenkron,IE4,72.0,173.0,3000,11.0,15.7,27.1,14.54,5.24,1352.0,2414.0,26.1,1.25,25.68,2.91,52.0,4,0
motor_005,asenkron,IE3,19.5,46.8,3000,3.0,15.7,27.1,14.54,5.24,1352.0,2414.0,26.1,1.25,25.68,2.91,0.0,3,0
motor_006,asenkron,IE4,98.0,235.0,3000,15.0,15.7,27.1,14.54,5.24,1352.0,2414.0,26.1,1.25,25.68,2.91,52.0,4,0
motor_007,servo,IE4,12.0,36.0,8000,5.0,15.7,27.1,14.54,5.24,1352.0,2414.0,26.1,1.25,25.68,2.91,0.0,4,1
motor_001,servo,IE4,8.0,24.0,6000,2.5,10.01,19.66,5.01,2.21,755.0,2777.0,33.0,1.25,18.81,1.19,0.0,4,1
motor_002,asenkron,IE3,35.0,84.0,3000,5.5,10.01,19.66,5.01,2.21,755.0,2777.0,33.0,1.25,18.81,1.19,45.0,3,0
motor_003,asenkron,IE3,49.0,118.0,3000,7.5,10.01,19.66,5.01,2.21,755.0,2777.0,33.0,1.25,18.81,1.19,45.0,3,0
motor_004,asenkron,IE4,72.0,173.0,3000,11.0,10.01,19.66,5.01,2.21,755.0,2777.0,33.0,1.25,18.81,1.19,52.0,4,0
motor_005,asenkron,IE3,19.5,46.8,3000,3.0,10.01,19.66,5.01,2.21,755.0,2777.0,33.0,1.25,18.81,1.19,70.0,3,0
motor_006,asenkron,IE4,98.0,235.0,3000,15.0,10.01,19.66,5.01,2.21,755.0,2777.0,33.0,1.25,18.81,1.19,52.0,4,0
motor_007,servo,IE4,12.0,36.0,8000,5.0,10.01,19.66,5.01,2.21,755.0,2777.0,33.0,1.25,18.81,1.19,0.0,4,1
motor_001,servo,IE4,8.0,24.0,6000,2.5,7.58,10.37,14.72,5.98,3624.0,5965.0,31.2,1.25,11.03,3.35,0.0,4,1
motor_002,asenkron,IE3,35.0,84.0,3000,5.5,7.58,10.37,14.72,5.98,3624.0,5965.0,31.2,1.25,11.03,3.35,0.0,3,0
motor_003,asenkron,IE3,49.0,118.0,3000,7.5,7.58,10.37,14.72,5.98,3624.0,5965.0,31.2,1.25,11.03,3.35,0.0,3,0
motor_004,asenkron,IE4,72.0,173.0,3000,11.0,7.58,10.37,14.72,5.98,3624.0,5965.0,31.2,1.25,11.03,3.35,0.0,4,0
motor_005,asenkron,IE3,19.5,46.8,3000,3.0,7.58,10.37,14.72,5.98,3624.0,5965.0,31.2,1.25,11.03,3.35,0.0,3,0
motor_006,asenkron,IE4,98.0,235.0,3000,15.0,7.58,10.37,14.72,5.98,3624.0,5965.0,31.2,1.25,11.03,3.35,0.0,4,0
motor_007,servo,IE4,12.0,36.0,8000,5.0,7.58,10.37,14.72,5.98,3624.0,5965.0,31.2,1.25,11.03,3.35,73.0,4,1
motor_001,servo,IE4,8.0,24.0,6000,2.5,3.91,9.02,13.21,5.33,2855.0,4801.0,24.1,1.5,9.72,1.94,0.0,4,1
motor_002,asenkron,IE3,35.0,84.0,3000,5.5,3.91,9.02,13.21,5.33,2855.0,4801.0,24.1,1.5,9.72,1.94,0.0,3,0
motor_003,asenkron,IE3,49.0,118.0,3000,7.5,3.91,9.02,13.21,5.33,2855.0,4801.0,24.1,1.5,9.72,1.94,0.0,3,0
motor_004,asenkron,IE4,72.0,173.0,3000,11.0,3.91,9.02,13.21,5.33,2855.0,4801.0,24.1,1.5,9.72,1.94,0.0,4,0
motor_005,asenkron,IE3,19.5,46.8,3000,3.0,3.91,9.02,13.21,5.33,2855.0,4801.0,24.1,1.5,9.72,1.94,0.0,3,0
motor_006,asenkron,IE4,98.0,235.0,3000,15.0,3.91,9.02,13.21,5.33,2855.0,4801.0,24.1,1.5,9.72,1.94,0.0,4,0
motor_007,servo,IE4,12.0,36.0,8000,5.0,3.91,9.02,13.21,5.33,2855.0,4801.0,24.1,1.5,9.72,1.94,70.0,4,1
motor_001,servo,IE4,8.0,24.0,6000,2.5,14.37,28.7,9.65,2.12,1277.0,2688.0,20.4,1.5,27.73,2.47,0.0,4,1
motor_002,asenkron,IE3,35.0,84.0,3000,5.5,14.37,28.7,9.65,2.12,1277.0,2688.0,20.4,1.5,27.73,2.47,80.0,3,0
motor_003,asenkron,IE3,49.0,118.0,3000,7.5,14.37,28.7,9.65,2.12,1277.0,2688.0,20.4,1.5,27.73,2.47,45.0,3,0
motor_004,asenkron,IE4,72.0,173.0,3000,11.0,14.37,28.7,9.65,2.12,1277.0,2688.0,20.4,1.5,27.73,2.47,52.0,4,0
motor_005,asenkron,IE3,19.5,46.8,3000,3.0,14.37,28.7,9.65,2.12,1277.0,2688.0,20.4,1.5,27.73,2.47,0.0,3,0
motor_006,asenkron,IE4,98.0,235.0,3000,15.0,14.37,28.7,9.65,2.12,1277.0,2688.0,20.4,1.5,27.73,2.47,52.0,4,0
motor_007,servo,IE4,12.0,36.0,8000,5.0,14.37,28.7,9.65,2.12,1277.0,2688.0,20.4,1.5,27.73,2.47,0.0,4,1
motor_001,servo,IE4,8.0,24.0,6000,2.5,5.0,9.38,7.85,3.63,2736.0,6538.0,20.7,1.25,9.2,2.11,0.0,4,1
motor_002,asenkron,IE3,35.0,84.0,3000,5.5,5.0,9.38,7.85,3.63,2736.0,6538.0,20.7,1.25,9.2,2.11,0.0,3,0
motor_003,asenkron,IE3,49.0,118.0,3000,7.5,5.0,9.38,7.85,3.63,2736.0,6538.0,20.7,1.25,9.2,2.11,0.0,3,0
motor_004,asenkron,IE4,72.0,173.0,3000,11.0,5.0,9.38,7.85,3.63,2736.0,6538.0,20.7,1.25,9.2,2.11,0.0,4,0
motor_005,asenkron,IE3,19.5,46.8,3000,3.0,5.0,9.38,7.85,3.63,2736.0,6538.0,20.7,1.25,9.2,2.11,0.0,3,0
motor_006,asenkron,IE4,98.0,235.0,3000,15.0,5.0,9.38,7.85,3.63,2736.0,6538.0,20.7,1.25,9.2,2.11,0.0,4,0
motor_007,servo,IE4,12.0,36.0,8000,5.0,5.0,9.38,7.85,3.63,2736.0,6538.0,20.7,1.25,9.2,2.11,67.0,4,1
motor_001,servo,IE4,8.0,24.0,6000,2.5,19.41,38.54,6.79,2.25,1179.0,2536.0,33.9,1.25,34.08,3.37,0.0,4,1
motor_002,asenkron,IE3,35.0,84.0,3000,5.5,19.41,38.54,6.79,2.25,1179.0,2536.0,33.9,1.25,34.08,3.37,70.0,3,0
motor_003,asenkron,IE3,49.0,118.0,3000,7.5,19.41,38.54,6.79,2.25,1179.0,2536.0,33.9,1.25,34.08,3.37,60.0,3,0
motor_004,asenkron,IE4,72.0,173.0,3000,11.0,19.41,38.54,6.79,2.25,1179.0,2536.0,33.9,1.25,34.08,3.37,52.0,4,0
motor_005,asenkron,IE3,19.5,46.8,3000,3.0,19.41,38.54,6.79,2.25,1179.0,2536.0,33.9,1.25,34.08,3.37,0.0,3,0
motor_006,asenkron,IE4,98.0,235.0,3000,15.0,19.41,38.54,6.79,2.25,1179.0,2536.0,33.9,1.25,34.08,3.37,52.0,4,0
motor_007,servo,IE4,12.0,36.0,8000,5.0,19.41,38.54,6.79,2.25,1179.0,2536.0,33.9,1.25,34.08,3.37,0.0,4,1
motor_001,servo,IE4,8.0,24.0,6000,2.5,5.72,10.72,6.61,2.19,2005.0,5902.0,25.0,1.25,9.68,1.63,0.0,4,1
motor_002,asenkron,IE3,35.0,84.0,3000,5.5,5.72,10.72,6.61,2.19,2005.0,5902.0,25.0,1.25,9.68,1.63,0.0,3,0
motor_003,asenkron,IE3,49.0,118.0,3000,7.5,5.72,10.72,6.61,2.19,2005.0,5902.0,25.0,1.25,9.68,1.63,0.0,3,0
motor_004,asenkron,IE4,72.0,173.0,3000,11.0,5.72,10.72,6.61,2.19,2005.0,5902.0,25.0,1.25,9.68,1.63,0.0,4,0
motor_005,asenkron,IE3,19.5,46.8,3000,3.0,5.72,10.72,6.61,2.19,2005.0,5902.0,25.0,1.25,9.68,1.63,0.0,3,0
motor_006,asenkron,IE4,98.0,235.0,3000,15.0,5.72,10.72,6.61,2.19,2005.0,5902.0,25.0,1.25,9.68,1.63,0.0,4,0
motor_007,servo,IE4,12.0,36.0,8000,5.0,5.72,10.72,6.61,2.19,2005.0,5902.0,25.0,1.25,9.68,1.63,77.0,4,1
motor_001,servo,IE4,8.0,24.0,6000,2.5,19.91,26.92,10.12,2.61,1326.0,2741.0,20.8,1.5,32.9,3.05,0.0,4,1
motor_002,asenkron,IE3,35.0,84.0,3000,5.5,19.91,26.92,10.12,2.61,1326.0,2741.0,20.8,1.5,32.9,3.05,70.0,3,0
motor_003,asenkron,IE3,49.0,118.0,3000,7.5,19.91,26.92,10.12,2.61,1326.0,2741.0,20.8,1.5,32.9,3.05,60.0,3,0
motor_004,asenkron,IE4,72.0,173.0,3000,11.0,19.91,26.92,10.12,2.61,1326.0,2741.0,20.8,1.5,32.9,3.05,52.0,4,0
motor_005,asenkron,IE3,19.5,46.8,3000,3.0,19.91,26.92,10.12,2.61,1326.0,2741.0,20.8,1.5,32.9,3.05,0.0,3,0
motor_006,asenkron,IE4,98.0,235.0,3000,15.0,19.91,26.92,10.12,2.61,1326.0,2741.0,20.8,1.5,32.9,3.05,52.0,4,0
motor_007,servo,IE4,12.0,36.0,8000,5.0,19.91,26.92,10.12,2.61,1326.0,2741.0,20.8,1.5,32.9,3.05,0.0,4,1
motor_001,servo,IE4,8.0,24.0,6000,2.5,14.44,23.88,5.83,1.54,1384.0,2441.0,23.8,1.5,26.16,2.53,0.0,4,1
motor_002,asenkron,IE3,35.0,84.0,3000,5.5,14.44,23.88,5.83,1.54,1384.0,2441.0,23.8,1.5,26.16,2.53,60.0,3,0
motor_003,asenkron,IE3,49.0,118.0,3000,7.5,14.44,23.88,5.83,1.54,1384.0,2441.0,23.8,1.5,26.16,2.53,45.0,3,0
motor_004,asenkron,IE4,72.0,173.0,3000,11.0,14.44,23.88,5.83,1.54,1384.0,2441.0,23.8,1.5,26.16,2.53,52.0,4,0
motor_005,asenkron,IE3,19.5,46.8,3000,3.0,14.44,23.88,5.83,1.54,1384.0,2441.0,23.8,1.5,26.16,2.53,0.0,3,0
motor_006,asenkron,IE4,98.0,235.0,3000,15.0,14.44,23.88,5.83,1.54,1384.0,2441.0,23.8,1.5,26.16,2.53,52.0,4,0
motor_007,servo,IE4,12.0,36.0,8000,5.0,14.44,23.88,5.83,1.54,1384.0,2441.0,23.8,1.5,26.16,2.53,0.0,4,1
motor_001,servo,IE4,8.0,24.0,6000,2.5,8.02,14.23,14.55,1.29,2064.0,5208.0,18.9,1.25,10.94,1.89,0.0,4,1
motor_002,asenkron,IE3,35.0,84.0,3000,5.5,8.02,14.23,14.55,1.29,2064.0,5208.0,18.9,1.25,10.94,1.89,0.0,3,0
motor_003,asenkron,IE3,49.0,118.0,3000,7.5,8.02,14.23,14.55,1.29,2064.0,5208.0,18.9,1.25,10.94,1.89,0.0,3,0
motor_004,asenkron,IE4,72.0,173.0,3000,11.0,8.02,14.23,14.55,1.29,2064.0,5208.0,18.9,1.25,10.94,1.89,0.0,4,0
motor_005,asenkron,IE3,19.5,46.8,3000,3.0,8.02,14.23,14.55,1.29,2064.0,5208.0,18.9,1.25,10.94,1.89,0.0,3,0
motor_006,asenkron,IE4,98.0,235.0,3000,15.0,8.02,14.23,14.55,1.29,2064.0,5208.0,18.9,1.25,10.94,1.89,0.0,4,0
motor_007,servo,IE4,12.0,36.0,8000,5.0,8.02,14.23,14.55,1.29,2064.0,5208.0,18.9,1.25,10.94,1.89,67.0,4,1
motor_001,servo,IE4,8.0,24.0,6000,2.5,26.06,45.15,6.52,1.77,793.0,2112.0,15.7,1.5,48.58,2.69,0.0,4,1
motor_002,asenkron,IE3,35.0,84.0,3000,5.5,26.06,45.15,6.52,1.77,793.0,2112.0,15.7,1.5,48.58,2.69,0.0,3,0
motor_003,asenkron,IE3,49.0,118.0,3000,7.5,26.06,45.15,6.52,1.77,793.0,2112.0,15.7,1.5,48.58,2.69,60.0,3,0
motor_004,asenkron,IE4,72.0,173.0,3000,11.0,26.06,45.15,6.52,1.77,793.0,2112.0,15.7,1.5,48.58,2.69,57.0,4,0
motor_005,asenkron,IE3,19.5,46.8,3000,3.0,26.06,45.15,6.52,1.77,793.0,2112.0,15.7,1.5,48.58,2.69,0.0,3,0
motor_006,asenkron,IE4,98.0,235.0,3000,15.0,26.06,45.15,6.52,1.77,793.0,2112.0,15.7,1.5,48.58,2.69,42.0,4,0
motor_007,servo,IE4,12.0,36.0,8000,5.0,26.06,45.15,6.52,1.77,793.0,2112.0,15.7,1.5,48.58,2.69,0.0,4,1
motor_001,servo,IE4,8.0,24.0,6000,2.5,3.92,5.72,10.63,2.35,1326.0,5539.0,24.6,1.25,5.48,0.61,67.0,4,1
motor_002,asenkron,IE3,35.0,84.0,3000,5.5,3.92,5.72,10.63,2.35,1326.0,5539.0,24.6,1.25,5.48,0.61,0.0,3,0
motor_003,asenkron,IE3,49.0,118.0,3000,7.5,3.92,5.72,10.63,2.35,1326.0,5539.0,24.6,1.25,5.48,0.61,0.0,3,0
motor_004,asenkron,IE4,72.0,173.0,3000,11.0,3.92,5.72,10.63,2.35,1326.0,5539.0,24.6,1.25,5.48,0.61,0.0,4,0
motor_005,asenkron,IE3,19.5,46.8,3000,3.0,3.92,5.72,10.63,2.35,1326.0,5539.0,24.6,1.25,5.48,0.61,0.0,3,0
motor_006,asenkron,IE4,98.0,235.0,3000,15.0,3.92,5.72,10.63,2.35,1326.0,5539.0,24.6,1.25,5.48,0.61,0.0,4,0
motor_007,servo,IE4,12.0,36.0,8000,5.0,3.92,5.72,10.63,2.35,1326.0,5539.0,24.6,1.25,5.48,0.61,42.0,4,1
motor_001,servo,IE4,8.0,24.0,6000,2.5,8.89,17.44,4.91,2.71,716.0,2055.0,32.9,1.25,17.82,1.07,0.0,4,1
motor_002,asenkron,IE3,35.0,84.0,3000,5.5,8.89,17.44,4.91,2.71,716.0,2055.0,32.9,1.25,17.82,1.07,35.0,3,0
motor_003,asenkron,IE3,49.0,118.0,3000,7.5,8.89,17.44,4.91,2.71,716.0,2055.0,32.9,1.25,17.82,1.07,35.0,3,0
motor_004,asenkron,IE4,72.0,173.0,3000,11.0,8.89,17.44,4.91,2.71,716.0,2055.0,32.9,1.25,17.82,1.07,42.0,4,0
motor_005,asenkron,IE3,19.5,46.8,3000,3.0,8.89,17.44,4.91,2.71,716.0,2055.0,32.9,1.25,17.82,1.07,60.0,3,0
motor_006,asenkron,IE4,98.0,235.0,3000,15.0,8.89,17.44,4.91,2.71,716.0,2055.0,32.9,1.25,17.82,1.07,42.0,4,0
motor_007,servo,IE4,12.0,36.0,8000,5.0,8.89,17.44,4.91,2.71,716.0,2055.0,32.9,1.25,17.82,1.07,0.0,4,1
motor_001,servo,IE4,8.0,24.0,6000,2.5,15.46,27.39,8.14,3.91,1250.0,2268.0,16.5,1.5,33.02,2.88,0.0,4,1
motor_002,asenkron,IE3,35.0,84.0,3000,5.5,15.46,27.39,8.14,3.91,1250.0,2268.0,16.5,1.5,33.02,2.88,60.0,3,0
motor_003,asenkron,IE3,49.0,118.0,3000,7.5,15.46,27.39,8.14,3.91,1250.0,2268.0,16.5,1.5,33.02,2.88,50.0,3,0
motor_004,asenkron,IE4,72.0,173.0,3000,11.0,15.46,27.39,8.14,3.91,1250.0,2268.0,16.5,1.5,33.02,2.88,42.0,4,0
motor_005,asenkron,IE3,19.5,46.8,3000,3.0,15.46,27.39,8.14,3.91,1250.0,2268.0,16.5,1.5,33.02,2.88,0.0,3,0
motor_006,asenkron,IE4,98.0,235.0,3000,15.0,15.46,27.39,8.14,3.91,1250.0,2268.0,16.5,1.5,33.02,2.88,42.0,4,0
motor_007,servo,IE4,12.0,36.0,8000,5.0,15.46,27.39,8.14,3.91,1250.0,2268.0,16.5,1.5,33.02,2.88,0.0,4,1
motor_001,servo,IE4,8.0,24.0,6000,2.5,2.57,5.47,4.15,1.11,2082.0,5025.0,36.0,1.25,4.48,0.78,52.0,4,1
motor_002,asenkron,IE3,35.0,84.0,3000,5.5,2.57,5.47,4.15,1.11,2082.0,5025.0,36.0,1.25,4.48,0.78,0.0,3,0
motor_003,asenkron,IE3,49.0,118.0,3000,7.5,2.57,5.47,4.15,1.11,2082.0,5025.0,36.0,1.25,4.48,0.78,0.0,3,0
motor_004,asenkron,IE4,72.0,173.0,3000,11.0,2.57,5.47,4.15,1.11,2082.0,5025.0,36.0,1.25,4.48,0.78,0.0,4,0
motor_005,asenkron,IE3,19.5,46.8,3000,3.0,2.57,5.47,4.15,1.11,2082.0,5025.0,36.0,1.25,4.48,0.78,0.0,3,0
motor_006,asenkron,IE4,98.0,235.0,3000,15.0,2.57,5.47,4.15,1.11,2082.0,5025.0,36.0,1.25,4.48,0.78,0.0,4,0
motor_007,servo,IE4,12.0,36.0,8000,5.0,2.57,5.47,4.15,1.11,2082.0,5025.0,36.0,1.25,4.48,0.78,42.0,4,1
motor_001,servo,IE4,8.0,24.0,6000,2.5,6.81,10.83,12.33,2.89,2307.0,4905.0,21.3,1.25,9.92,1.92,0.0,4,1
motor_002,asenkron,IE3,35.0,84.0,3000,5.5,6.81,10.83,12.33,2.89,2307.0,4905.0,21.3,1.25,9.92,1.92,0.0,3,0
motor_003,asenkron,IE3,49.0,118.0,3000,7.5,6.81,10.83,12.33,2.89,2307.0,4905.0,21.3,1.25,9.92,1.92,0.0,3,0
motor_004,asenkron,IE4,72.0,173.0,3000,11.0,6.81,10.83,12.33,2.89,2307.0,4905.0,21.3,1.25,9.92,1.92,0.0,4,0
motor_005,asenkron,IE3,19.5,46.8,3000,3.0,6.81,10.83,12.33,2.89,2307.0,4905.0,21.3,1.25,9.92,1.92,0.0,3,0
motor_006,asenkron,IE4,98.0,235.0,3000,15.0,6.81,10.83,12.33,2.89,2307.0,4905.0,21.3,1.25,9.92,1.92,0.0,4,0
motor_007,servo,IE4,12.0,36.0,8000,5.0,6.81,10.83,12.33,2.89,2307.0,4905.0,21.3,1.25,9.92,1.92,70.0,4,1
motor_001,servo,IE4,8.0,24.0,6000,2.5,39.84,64.63,12.33,1.23,602.0,2173.0,26.0,1.5,64.45,2.71,0.0,4,1
motor_002,asenkron,IE3,35.0,84.0,3000,5.5,39.84,64.63,12.33,1.23,602.0,2173.0,26.0,1.5,64.45,2.71,0.0,3,0
motor_003,asenkron,IE3,49.0,118.0,3000,7.5,39.84,64.63,12.33,1.23,602.0,2173.0,26.0,1.5,64.45,2.71,0.0,3,0
motor_004,asenkron,IE4,72.0,173.0,3000,11.0,39.84,64.63,12.33,1.23,602.0,2173.0,26.0,1.5,64.45,2.71,77.0,4,0
motor_005,asenkron,IE3,19.5,46.8,3000,3.0,39.84,64.63,12.33,1.23,602.0,2173.0,26.0,1.5,64.45,2.71,0.0,3,0
motor_006,asenkron,IE4,98.0,235.0,3000,15.0,39.84,64.63,12.33,1.23,602.0,2173.0,26.0,1.5,64.45,2.71,57.0,4,0
motor_007,servo,IE4,12.0,36.0,8000,5.0,39.84,64.63,12.33,1.23,602.0,2173.0,26.0,1.5,64.45,2.71,0.0,4,1
motor_001,servo,IE4,8.0,24.0,6000,2.5,20.86,29.33,12.98,5.84,1220.0,2296.0,26.0,1.25,31.29,3.2,0.0,4,1
motor_002,asenkron,IE3,35.0,84.0,3000,5.5,20.86,29.33,12.98,5.84,1220.0,2296.0,26.0,1.25,31.29,3.2,70.0,3,0
motor_003,asenkron,IE3,49.0,118.0,3000,7.5,20.86,29.33,12.98,5.84,1220.0,2296.0,26.0,1.25,31.29,3.2,50.0,3,0
motor_004,asenkron,IE4,72.0,173.0,3000,11.0,20.86,29.33,12.98,5.84,1220.0,2296.0,26.0,1.25,31.29,3.2,42.0,4,0
motor_005,asenkron,IE3,19.5,46.8,3000,3.0,20.86,29.33,12.98,5.84,1220.0,2296.0,26.0,1.25,31.29,3.2,0.0,3,0
motor_006,asenkron,IE4,98.0,235.0,3000,15.0,20.86,29.33,12.98,5.84,1220.0,2296.0,26.0,1.25,31.29,3.2,42.0,4,0
motor_007,servo,IE4,12.0,36.0,8000,5.0,20.86,29.33,12.98,5.84,1220.0,2296.0,26.0,1.25,31.29,3.2,0.0,4,1
motor_001,servo,IE4,8.0,24.0,6000,2.5,4.63,11.03,11.03,5.03,3328.0,7530.0,29.0,1.25,10.24,2.85,0.0,4,1
motor_002,asenkron,IE3,35.0,84.0,3000,5.5,4.63,11.03,11.03,5.03,3328.0,7530.0,29.0,1.25,10.24,2.85,0.0,3,0
motor_003,asenkron,IE3,49.0,118.0,3000,7.5,4.63,11.03,11.03,5.03,3328.0,7530.0,29.0,1.25,10.24,2.85,0.0,3,0
motor_004,asenkron,IE4,72.0,173.0,3000,11.0,4.63,11.03,11.03,5.03,3328.0,7530.0,29.0,1.25,10.24,2.85,0.0,4,0
motor_005,asenkron,IE3,19.5,46.8,3000,3.0,4.63,11.03,11.03,5.03,3328.0,7530.0,29.0,1.25,10.24,2.85,0.0,3,0
motor_006,asenkron,IE4,98.0,235.0,3000,15.0,4.63,11.03,11.03,5.03,3328.0,7530.0,29.0,1.25,10.24,2.85,0.0,4,0
motor_007,servo,IE4,12.0,36.0,8000,5.0,4.63,11.03,11.03,5.03,3328.0,7530.0,29.0,1.25,10.24,2.85,87.0,4,1
motor_001,servo,IE4,8.0,24.0,6000,2.5,11.32,22.15,5.0,2.45,946.0,2729.0,21.9,1.5,26.24,1.73,0.0,4,1
motor_002,asenkron,IE3,35.0,84.0,3000,5.5,11.32,22.15,5.0,2.45,946.0,2729.0,21.9,1.5,26.24,1.73,60.0,3,0
motor_003,asenkron,IE3,49.0,118.0,3000,7.5,11.32,22.15,5.0,2.45,946.0,2729.0,21.9,1.5,26.24,1.73,45.0,3,0
motor_004,asenkron,IE4,72.0,173.0,3000,11.0,11.32,22.15,5.0,2.45,946.0,2729.0,21.9,1.5,26.24,1.73,52.0,4,0
motor_005,asenkron,IE3,19.5,46.8,3000,3.0,11.32,22.15,5.0,2.45,946.0,2729.0,21.9,1.5,26.24,1.73,0.0,3,0
motor_006,asenkron,IE4,98.0,235.0,3000,15.0,11.32,22.15,5.0,2.45,946.0,2729.0,21.9,1.5,26.24,1.73,52.0,4,0
motor_007,servo,IE4,12.0,36.0,8000,5.0,11.32,22.15,5.0,2.45,946.0,2729.0,21.9,1.5,26.24,1.73,0.0,4,1
motor_001,servo,IE4,8.0,24.0,6000,2.5,15.65,36.16,12.76,3.3,1201.0,1589.0,16.1,1.25,28.49,2.87,0.0,4,1
motor_002,asenkron,IE3,35.0,84.0,3000,5.5,15.65,36.16,12.76,3.3,1201.0,1589.0,16.1,1.25,28.49,2.87,63.0,3,0
motor_003,asenkron,IE3,49.0,118.0,3000,7.5,15.65,36.16,12.76,3.3,1201.0,1589.0,16.1,1.25,28.49,2.87,28.0,3,0
motor_004,asenkron,IE4,72.0,173.0,3000,11.0,15.65,36.16,12.76,3.3,1201.0,1589.0,16.1,1.25,28.49,2.87,35.0,4,0
motor_005,asenkron,IE3,19.5,46.8,3000,3.0,15.65,36.16,12.76,3.3,1201.0,1589.0,16.1,1.25,28.49,2.87,0.0,3,0
motor_006,asenkron,IE4,98.0,235.0,3000,15.0,15.65,36.16,12.76,3.3,1201.0,1589.0,16.1,1.25,28.49,2.87,35.0,4,0
motor_007,servo,IE4,12.0,36.0,8000,5.0,15.65,36.16,12.76,3.3,1201.0,1589.0,16.1,1.25,28.49,2.87,0.0,4,1
motor_001,servo,IE4,8.0,24.0,6000,2.5,38.38,65.63,6.3,2.61,1015.0,2121.0,28.4,1.25,64.32,5.47,0.0,4,1
motor_002,asenkron,IE3,35.0,84.0,3000,5.5,38.38,65.63,6.3,2.61,1015.0,2121.0,28.4,1.25,64.32,5.47,0.0,3,0
motor_003,asenkron,IE3,49.0,118.0,3000,7.5,38.38,65.63,6.3,2.61,1015.0,2121.0,28.4,1.25,64.32,5.47,0.0,3,0
motor_004,asenkron,IE4,72.0,173.0,3000,11.0,38.38,65.63,6.3,2.61,1015.0,2121.0,28.4,1.25,64.32,5.47,77.0,4,0
motor_005,asenkron,IE3,19.5,46.8,3000,3.0,38.38,65.63,6.3,2.61,1015.0,2121.0,28.4,1.25,64.32,5.47,0.0,3,0
motor_006,asenkron,IE4,98.0,235.0,3000,15.0,38.38,65.63,6.3,2.61,1015.0,2121.0,28.4,1.25,64.32,5.47,57.0,4,0
motor_007,servo,IE4,12.0,36.0,8000,5.0,38.38,65.63,6.3,2.61,1015.0,2121.0,28.4,1.25,64.32,5.47,0.0,4,1
motor_001,servo,IE4,8.0,24.0,6000,2.5,18.62,33.4,5.98,2.8,1286.0,2196.0,37.4,1.5,39.88,3.58,0.0,4,1
motor_002,asenkron,IE3,35.0,84.0,3000,5.5,18.62,33.4,5.98,2.8,1286.0,2196.0,37.4,1.5,39.88,3.58,0.0,3,0
motor_003,asenkron,IE3,49.0,118.0,3000,7.5,18.62,33.4,5.98,2.8,1286.0,2196.0,37.4,1.5,39.88,3.58,70.0,3,0
motor_004,asenkron,IE4,72.0,173.0,3000,11.0,18.62,33.4,5.98,2.8,1286.0,2196.0,37.4,1.5,39.88,3.58,42.0,4,0
motor_005,asenkron,IE3,19.5,46.8,3000,3.0,18.62,33.4,5.98,2.8,1286.0,2196.0,37.4,1.5,39.88,3.58,0.0,3,0
motor_006,asenkron,IE4,98.0,235.0,3000,15.0,18.62,33.4,5.98,2.8,1286.0,2196.0,37.4,1.5,39.88,3.58,42.0,4,0
motor_007,servo,IE4,12.0,36.0,8000,5.0,18.62,33.4,5.98,2.8,1286.0,2196.0,37.4,1.5,39.88,3.58,0.0,4,1
motor_001,servo,IE4,8.0,24.0,6000,2.5,6.58,11.3,13.04,2.73,610.0,2241.0,27.3,1.5,11.71,0.5,0.0,4,1
motor_002,asenkron,IE3,35.0,84.0,3000,5.5,6.58,11.3,13.04,2.73,610.0,2241.0,27.3,1.5,11.71,0.5,35.0,3,0
motor_003,asenkron,IE3,49.0,118.0,3000,7.5,6.58,11.3,13.04,2.73,610.0,2241.0,27.3,1.5,11.71,0.5,35.0,3,0
motor_004,asenkron,IE4,72.0,173.0,3000,11.0,6.58,11.3,13.04,2.73,610.0,2241.0,27.3,1.5,11.71,0.5,42.0,4,0
motor_005,asenkron,IE3,19.5,46.8,3000,3.0,6.58,11.3,13.04,2.73,610.0,2241.0,27.3,1.5,11.71,0.5,35.0,3,0
motor_006,asenkron,IE4,98.0,235.0,3000,15.0,6.58,11.3,13.04,2.73,610.0,2241.0,27.3,1.5,11.71,0.5,42.0,4,0
motor_007,servo,IE4,12.0,36.0,8000,5.0,6.58,11.3,13.04,2.73,610.0,2241.0,27.3,1.5,11.71,0.5,60.0,4,1
motor_001,servo,IE4,8.0,24.0,6000,2.5,34.32,57.86,5.42,1.74,658.0,2150.0,30.8,1.5,64.97,2.99,0.0,4,1
motor_002,asenkron,IE3,35.0,84.0,3000,5.5,34.32,57.86,5.42,1.74,658.0,2150.0,30.8,1.5,64.97,2.99,0.0,3,0
motor_003,asenkron,IE3,49.0,118.0,3000,7.5,34.32,57.86,5.42,1.74,658.0,2150.0,30.8,1.5,64.97,2.99,0.0,3,0
motor_004,asenkron,IE4,72.0,173.0,3000,11.0,34.32,57.86,5.42,1.74,658.0,2150.0,30.8,1.5,64.97,2.99,77.0,4,0
